Titolo,Review,X,0,1,2,3,4,5,6,7,8,9
METAL GEAR SOLID V: THE PHANTOM PAIN,"As a long time Metal Gear fan this game story wise is a let down, A huge let down! IDK what they were thinking, but it must have been mass appeal. Shave down the story, throw MGS in a open world, have side kicks. Watch the casual gamers flood in.  The over all game play is good, but it has tons of bugs, if you knockout a guy in the guard post and pick him up, if you need to put him down before you are seen forget it.  Sometimes while crawling, there are just some rocks you can't crawl over...this will lead to begin spotted.  Honestly playing with stealth in mind Wont lead you to an S rank. If you run and gun, the time bonus will always lead you to an S rank.  The cut scenes are so short they are almost pointless.  Snake/big boss, now is almost a MUTE! kiefer sutherland must have cost an arm and a leg to the point of where they could only afford for him to cut a few lines. It's not that he's bad, its just snake has nothing to say! Something major could happen snake makes some faces. Someone important was hurt and he just says 'Move.'   Missions become repetitive, the fun I guess is finding different ways to do something. But that only go's so far, so many times. I should know I've played for over 84 hours   Missions checkpoints feel like a crap shoot. You stealth some major stuff. Than one glitch mistake and your mission is fubar! if you die sometimes the checkpoint kicks in, sometimes you die and you have to start the whole mission over again. may as well beat the game unlock everything you can than play again to try and complete all the side stuff for each mission, Otherwise you'll be pulling your hair out.  FOB, some people like it, most HATE IT!! I play offline so I never made an FOB, some people weren't so lucky, and now have to deal with enemy players stealing from them all the time.  It's like a bad version of dark souls world invasion.   Cheating in FOB is out of control with no fix in sight.   I haven't beaten the game yet, but with the way the story is unfolding, I'm losing interest by the 'episode' !0 out of 10. No, maybe a 7 out of 10.  all the major reviewers who gave this a great review went to one of those review camps where you only get so many hours with the game while Konami watches you.  the first 10 hours or so of MGS5 I thought it was the game of the year. 84 hours in and I have changed my tune.",x,0,0,3,0,0,0,3,0,3,0
METAL GEAR SOLID V: THE PHANTOM PAIN,"What a freakin game...  Too good my friends too good! Kojima made this so it never ends lol (it ends but it takes so long, prepare for 100hrs casual, 200hrs hardcore gamer) So far i have 40 hours and im in 32% of the game completed.  The game runs smooth at 60fps at 1080p on laptop i7 4700MQ with 8970m on high, graphics are amazing and this is how you port a console game :D  Some repetetive side missions but not to many Chopper riding gets boring  All the rest, can't complain! Always wanting to play the game, but i gotz to sleepz... :'( GG  9/10 Go for it, masterpiece!",x,0,0,0,0,0,0,0,0,0,0
METAL GEAR SOLID V: THE PHANTOM PAIN,"I've played every game in the Metal Gear Solid series from the beginning, and I frankly think this game is a huge disappointment considering the hype and what it could have been. I'll break the Pros and Cons down:  Pros:    Graphics are pretty good    Voice acting is good    The open world dynamics make the game interesting    Environment is much more destructible than previous games    Gameplay mechanics concept is a sound upgrade from Peace Walker  Cons:    Terrible (almost game-breaking) object collision issues. Rocky terrain is your worst enemy because your character somehow can't even scale the smallest of boulders, which can get you killed in an intense situation.     Somehow they managed to make hugging walls and corners a lot worse. You'll encounter frustrating situations where you want to hug a wall/corner but can't, or just want to get to a specific place in a small room but end up hugging the wall instead.    Unsatisfactory plot. The game plays out in chapters like in Peace Walker but the storyline is very choppy and frankly I did not find the ending satisfying at all. It's as if the game's plot was incomplete due to rushed production. Leaves more questions than answers in the end. You don't even get to fight the person you hope you'd fight in the game.   Metal Gear Solid 4's and Peace Walker's strength was in their great ability to tell a story, not to mention smooth gameplay. Unfortunately, Kojima managed to make the plot so convoluted that certain story elements may conflict with those in the earlier games.",x,0,0,0,0,0,0,0,0,0,0
Metro: Last Light Redux,"I enjoyed it but my biggest gripe with this game and a lot of games today is the morality system. Metro Last Light probably has the single worst morality system I have ever seen in +1k hours of gaming. What is the point of designing and implementing so many various post-apocalyptic style guns and improvised weapons if the game penalizes you for using them? Now granted, you can throw caution to the wind and kill every single ♥♥♥♥♥♥♥♥♥♥♥♥ you come across with your bloodlust and accept the 'Bad/Evil ending' as your penance for the brutal, anarchaic, warmongering, murdering ♥♥♥♥♥♥♥ you are...  But that ending is ♥♥♥♥.  A breath taking and death defying adventure with danger at every corner coupled with the anxiety over your dwindling supplies as you trudge through the darkest of Moscow's subway system brutally cut off at the end. And there is absolutely no forgiveness. It's completely all or nothing. Yes, you can spend 11 hours tediously sneaking up behind every guard, spare everyone's life, give every bit of your money to the poor, kiss babies, and volunteer at the soup kitchen every wednesday of the month, But then you get that one lapdance. Suddenly, you're the antichrist himself.   Okay, I exaggerate. Still there's no indication how far to one side you're leaning. You maybe be shooting for the good ending, and suddenly get surprised with the bad ending. The decision ultimately feels arbitrary, and it comes off like the game only wants you to play it a certain way. No, I don't want that in my games. The morality system soured the whole experience. An ending is supposed to leave you wanting more, but this has left me wanting to go play something else.  I give it a 5/10. However, if I played through the game and Alt F4'd out of the final scene to go watch the ending I want on youtube, I would give it an 8/10. Or better yet do away with the morality system altogether and I would give it an 8/10. This game could have been massively improved with one awesome ending as the grand finale.  The game was gorgeous and a lot of love was put into the story, but it's merits were over shaddowed by the morality system.   TL;DR watch the ending on youtube.",x,0,0,3,0,0,0,0,0,1,3
Mount & Blade: Warband,Graphics 6/10 Soundtrack 10/10 Gameplay 9/10 Overall 9/10 Really good game that proves that graphics aren't what make a good game.,x,3,0,0,0,0,0,0,0,0,0
Nation Red,"Fast-paced top-down zombie survival game with some vague RPG elements (you can upgrade yourself from time to time as you level-up, and choose from 4 classes to play as). My only issue is that your levels reset as you move through stages, and it can be difficult to remember what you may have purchased in the current stage.  Nation Red seems to be made primarily as a multiplayer shooter, and it does fine as a non-FPS. Single player is still fun for a while at least, and there are multiple modes to choose from, but it's just shooting waves of zombies - that can get a little boring after some time. Definitely worth my $2.50 but online multiplayer is pretty sparse... I guess not many people picked this game up? Play with your friends when you can. There's also a local co-op option if you have a PS3 or 360 controller you can connect to your computer. which is great to have.",x,0,1,0,0,0,3,0,0,3,0
Neverending Nightmares,"I played the whole game on one playthrough, I couldn't stop playing. After I had the first ending, I kept wanting more. This is sure a short game, but it's worth the experience. The joke about this game is that it is a walking simulator. Well, It is true that the thing you do the most IS walking. You feel like you enter the mind of someone, or something... the differents path... everything seems alike but is quite different and it seems like an endless maze. After the secon ending, I started feeling bad about the game. I even felt sad and desoriented, I had goosebumps, enven though if there aren't jumpscares.  This is possibly one of the best horror experience I had in a long time, and I worth every dime I put in this game. It is an experience, and I think that everyone liking psychological horror should play this game. Seriously",x,0,3,0,0,0,0,0,0,0,0
Neverending Nightmares,"I'm recommending this game if you can find it for cheap. As it's worth a single play through (couple of hours).  The BAD: Super repeatative to the point where i was questioning myself 'will this ever end?' 'why is this guy so slow? 'what was the point of that room?' 'am i going the right way?'  I was surprised that there were multiple endings, but i wasn't motivated enough to plow through again to find them.",x,0,0,0,0,0,0,0,0,0,0
Neverending Nightmares," “Even if she be not harmed, her heart may fail her in so much and so many horrors; and hereafter she may suffer--both in waking, from her nerves, and in sleep, from her dreams.” ― Bram Stoker,  Dracula    I've been wanting to play this game for a long while, and I've finally managed to do so, the other day. For a month, I found myself quitting each and every time when I sit before this game, even with the perfect resolve to complete it. Yesterday, I did it. In the end, it left me with mixed feelings. I certainly appreciated the art and the thought process, yet did I love the game? I think 'love' is a big word to define this particular psychosis.  The game is a survival horror adventure + walking simulation. Young Thomas is a man trapped within his own nightmares. He wakes up in an old Victorian mansion - presumably his parents' house - and starts to walk around, pacing within countless disturbing settings which supposedly represent his own subconscious. By the end of each nightmare, a new one starts, and he wakes into another nightmare, and another... and so this goes on and on. Every time that he wakes up, the nightmare seems to twist into a bit more disturbing and gory version of what he has already encountered. Themes of immense depression, guilt and decay are omnipresent. Thomas' only tie to the reality is a young woman, who seems to be his sister: Gabby or Gabriella... who constantly dies, for some reason. Symbolisms we gotta look beyond of? Hmph, I finished the game with all endings even, and I still don't know.  The opening of the game is pretty disturbing and catches your attention quickly. The artwork is hand drawn, an eerie pen &amp; ink style drawing that recalls Edward Gorey. I should state that an immense labor was put into even the art of the game. Everything is in black and white, drawn with countless dots and brush marks to work on furling shadows. Only blood and certain objects that you can interact with are presented in colors. Combined with background sounds like whispers, dragging noises, moans and whimpers; an astonishing atmosphere awaits you. Yet this atmosphere quickly loses its effect as the game continues.  The dynamics of the game are pretty basic. There is a tense, lonely period weaved with suspense and scattered flashes of bad omens which makes you tiptoe; and then comes the climax of either a bad memory or a gory enough scene. This equation loops each and every time, added up with the optional presence of a monster to avoid. After a while, added with the loss of direction due to 'neverending' display of the same environments with some new events, you start expecting what is to come and everything normalizes quickly. After the first half an hour, you get used to the dynamic and the thrill loses its effect over you. You start playing the game automated, just for the sake of finishing it in hopes of understanding the storyline.  Gameplay only gives you the option of walking in a direction, rarely pick an object and change rooms via doors. Oh, and you have the option of running for a little while with the shift keys, if you are to avoid a monster. If you keep a different elevation, you are able to avoid most monsters. For others, you only need to leave the room. I completed all endings with only 4 death counts, once for each kind of monster you have to deal with and I'm not particularly good with my reflexes either. If I managed, anyone can manage to avoid monsters, endure some gory scenes and finish all endings within 3 hours if they want. That kinda diminishes the thrill of the game and with this much repetition, it gets boring quickly.  We are informed that the designer of the game, Matt Gilgenbach dealt with severe depression and OCD which gave inspiration to creating this game. In my opinion, the artwork and the themes used may indicate depression, but the only indication of OCD that I've observed is the art style itself, consisting of countless hand drawn lines and dots. Whew! That is OCD if I've seen one! But the gameplay and the story has nothing to do with any of these mental conditions. So it would be hypocritical to exemplify this game to promote awareness for either depression or OCD. No, I'm not a psychologist, but I'm sufficiently trained in psychology and, I suffer from minor OCD. I also had a brief depression period 5 years back - as any individual with an above average IQ in modern society. Yet again, experience is always subjective so I cannot declare mine as the sole verdict on an artwork.  On my own experience, I cannot recommend this game. Don't get me wrong, I'm all for symbolism and well-crafted atmospheres, and I certainly don't declare myself as capable to understand everything concerning human psyche, but there is no consistent story. Only details thrown around to make room for you to craft a meaningful story yourself. I've read an explanation in discussion forums, and thought 'this should be it' long after I finished the game. Aside its success on atmosphere, this game ends up being an excuse for gore. Combined with its flawed horror dynamic, I'd say the current price is real steep for what you're getting yourself into. Then again, art IS subjective.  Please also check out Lady Storyteller's Curator page  here  - follow for regular updates on reviews for other games!",x,0,2,0,0,0,0,0,0,0,3
No Man's Sky,"No Man's Sky isn't a 'bad' game, don't get me wrong. But here's the 3 main reasons I'm reviewing this as negative:  1) The game is highly repetitive. You will be doing the same things over and over again, meet an alien, pick one of two choices to hope the alien likes you; go to a planet, shoot your laser at a rock; use the resources to make things or buy things, go get more money by shooting rocks; look at creatures, realize creatures are starting to be the same as previous planets...  2) The price of this game is AAA pricing, $60. I think it's actual value is around $20 at launch. I would compare this game to Minecraft except in space, without building, without friends.. which takes away a lot of the value I find in a great game like Minecraft.  3) The overall goal is to reach the center of the galaxy/universe. I'm gonna say spoiler warning right now but honestly there is nothing to spoil. So *SPOILER WARNING* after all your hard work you return to the start of the game in a new galaxy. Whats new about it? Well.... the game says something other than 'Euclid Galaxy' now. That's it.  I said this game wasn't all bad, so the good things include Ship variety, flying around is fun, the initial hours were fun to go explore, some great visuals while in space, and overall I enjoyed the time I had in this game. Games involving repetition to achieve better gear and loot are something I enjoy.. But after a while it was easy to see that everything was the same; space battles, space stations, planets, etc. Everything is beyond repetitive.  It doesn't deserve it's current score (what's it at, 18% negative?!), but I cannot give it a positive review rating...  Score: 5/10",x,0,0,0,0,0,0,0,0,0,0
Nuclear Throne,"Nuclear Throne. A rogue-like twin stick shooter created by Vlambeer, a company with an excellent track record, no doubt about that. I saw this and bought it immediately: roguelikes, a bit of bullet hell, and a badass illuminati character all drew me in.  I was not dissapointed.  Characters--each with their own story, with their own abilities, with their own personal mutations that go with them. Weapons--too many to count; whenever i pick up a weapon I've never see before, it's like an new game to me. Enemies--each with bizzare weapons and attacks, and the bosses are intimidating and a thrill to play against. Music--amazing soundtrack, adds to the game's theme of 'A nuclear fallout with absurd creatures and guns everywhere' Secrets--do I really need to go into these? A plethora of secrets, and when you find them, well; I'll leave that to you.  However, I haven't tried co-op, and only have 10 hours on it, so I don't know everything about the game.   About half the negative reviews complain that the game is too hard and are only open for a small amount of gamers. I do acknowledge this fact, and warn you if you're buying it that there will be runs cut off by a bad spawn.  But you are getting more than your money's worth in terms of gameplay. Heavily, HEAVILY consider this as a potential roguelike to purchase. From my experience, Nuclear Throne is an absolute blast.",x,3,0,3,0,0,0,0,0,0,0
Outlast,"This game has to be my all time favorite horror game. Its one of the few that literally had my heart racing. Granted, there are others in the past that have the same thrill but this game, above all, has scared me beyond what I've experenced. For those who are horror fans, this is the game for you. Even if you arent much into horror, I'm sure this game would change your mind about horror games all together.",x,0,3,0,0,0,0,0,0,0,0
Outlast,"Welcome to the Asylum of madness, Explore the darkness of Mount Massive Asylum. This Game comes with a warning, DO NOT PLAY IF YOU'RE SCARED OF THE DARK OR OF HUMAN MUTILATION. This game gives you everything a Survival Horror game should from unique scares to down right terrifying enemies that will stop at nothing to rip you to pieces (Quite literally). This game isn't to be taken lightly, but is fun for all those seeking a horror thrill ride or a run for your life. It's worth every penny and even the DLC is amazing.",x,0,3,0,0,0,0,0,0,0,0
Outlast,"I have this game on both ps4 and pc I considered this game to be extraordinary to both visuals and complexion. Outstanding performance, and genuine thrill of great gruesome horror I give it a den outta den m8",x,0,3,0,0,0,0,0,0,0,0
Outlast,BEST HORROR GAME EVER (SLENDER MAN LOOKS LIKE ELMO'S WORLD COMPARE TO THIS SCARY ♥♥♥ GAME). The hiding machanics are so cool and can be so evil at sometimes as baddies can pull u out of cover and scare u so bad u might excrete and pee at the same time.,x,0,3,0,0,0,0,0,0,0,0
PlanetSide 2,"Wasn't expecting much from this game when I downloaded it seeing as it was on the third page of the 'Free To Play' section of Steam.  4 months later, I can't stop playing. Planetside 2 offers several things:  - A real F2P model. You can buy things with real money, but you need to earn the money in-game for several things. Upgrades to character suit and utility slots must be done wit the in-game currency for example. - Continent - scale battles. At prime time on the server I play on, you can reach over 1000 people playing on one server, duking it out for control over a continent.  - It's just as fun to play with friends in a squad as it is to play solo. Both come with different tactics to try and take on bases, but you'll find yourself playing in a squad most of the time.  - A challenge. There is no match-making in this game. You will often find yourself getting instagibbed by pro players. I view this as a positive because playing this game has a serious effect on the way you play FPSes.  Don't expect to charge into a room full of guys with an LMG and tear them all down. This is the sort of game were you have to think.",x,0,0,0,3,0,3,0,1,0,0
Portal 2,"Amazing game, challenges you just enough to keep the game fun.",x,0,0,0,0,0,0,0,3,0,0
Portal 2,Even though this game made me break my monitor several times... it has one of the best stories I've seen in a game and has very challenging puzzles that will make you think. Well worth the buy if you haven't played it before. You'll never forget the story once you start. This game sticks with you for a long time.,x,0,0,0,0,0,0,0,3,0,0
Rocket League,Too fun. I love this game so much. I might only be ranked in the Challenger division. But I fell Like i am one with this game.,x,0,0,0,0,0,0,0,2,0,0
SAGA,"ITS BAD.  SAGA was originally let loose on the world back in 2007 and while its visuals were decent for the time and the music was good the game eventually died in 2011. Rejuvinated and reborn 6 months ago and thrust here on steam no less, SAGA is back! I'm not going to lie, I was happy to see it return and my old account even still worked, how minted is that?  But the cynicism crept in slowly and thickly the more I played. The game crashes, a lot! You won't recieve any error message and if you are above and beyond the minimum specs as you no doubt was even when the game came out originially then its even more boggling how unoptimized it is that even a high end system can chugg along trying to run it. Feel free to turn all the graphical effects off though because they firstly look bad and secondly make the game  harder  because the foilage that the enviroment adds can cover up enemy units!  The game is not pay2win, no, we need a special tag for this game. Pay to survive! Enemy difficulty  leaps  up! after the tutorial prepare for a blast to the past as you spam chat with 'LFP' which wouldn't even be the worst offense if it wasn't for the fact; why spend money on the game to buy stronger units  at all  when the difference in power is not noticable?!  Speaking of not noticable, the game asks you to pick a starting faction. Pick any. Seriously, they all start out  exactly  the same, with human units, so why even have a choice? And its one of  those  games, you know the kind, 'Pick a starting race, you will be stuck with it and you cannot change your choice before you even know the pros and cons of your choice'  You picked undead? were expecting an undead army? Wrong son you get humans! Picked Orcs? So on and so forth.  Now these are all sprinkles on a turd. Most players can overlook these niggles and enjoy the game. What will be the breaking point however is army building. To get cards you need to enter tournament play...And win. You get nothing for taking part so winning is all that matters. Pay2win? No, you can't use your personal army that you have invested time and energy and maybe money into, what are you stupid?  No, you ent-- Crash. You attempt to e-- Crash. You look at the en-- Crash.  If you can even  make  it into tournament mode without crashing (the menu to enter can cause a crash!) then you are not out of the woods yet as you can still crash during the fight which is an auto lose. You get nothing for participating, you have to win, so crashing, which is no fault of your own, means you get  nothing .  Its not even about the fact you HAVE to buy the army of the faction you picked, in order to use it, but the mere fact that the army you buy, is worthless! You can't solo anything worth a damn with it so why even bother buying it? Unlike most successful pay2win games, buying units does nothing, you can't even use them for PvP, which PvP is buggy anyway!  Some things should remain buried. This is SAGAs second chance and they either need to release patches fast to step up the state of the game, or its just going to get buried amongst all the other 'mostly negative' games on Steam.  Join Grumpy reviews for all your gaming needs  http://steamcommunity.com/groups/grumpyreviews",x,0,0,0,0,0,0,3,0,0,0
Saints Row: The Third,"Strongly recommended.  Saints Row is like a GTA but in funnier, crazier and a more arcade way. Steal tanks in midair, surf on car, get naked and run like crazy monkey in the streets, defend yourself with a purple huge dìldo, etc.  Compared to a classic GTA, Saints Row might look easier: your health regenerates (CoD like), you start with lotsa ammo and guns, once you grab a new gun it's added to your crib cache and you don't have to buy it again and so on. However the game itself is actually much more difficult. You will have to fight both gangs and cops. The city sometimes becomes a real war zone with SWAT team rushing into an interesction full speed with their armored truck, cops choppers firing on hostiles, you defending your crib that has been attacked by a gang, the laters bringing their homies with them. Being in middle of all this mess is eerie. You won't survive with another game mechanisms. So, grab your smartphone and call your crib, your favorites homies and increase the chaos in that intersection even more. Can't seem to protect your crib? Too many people running around and shooting everywhere? Okay, call for an airstrike. Missiles will rain down that poor intersection anihilating everything.  It's a lotta fun, really. You will always find something to do in that city. There are many side missions that get unlocked when progressing into the main story. Doing those mission will increase your influence aera and spawn homies in the street that you can call in case of emergency. Also, your hourly money benefits will increase the more area you got and the more businesses and houses you buy.  And best of all, you can play the whole game in coop with a friend. How awesome is that uh? HOW AWESOME IS THAT? While you drive, your homie is mowing down he street; while you take cover he throws nades on hostiles; while you run naked in them streets your bro is covering your tight äss with a molusk launcher. Yeah you heard me. A MOLUSK LAUNCHER THAT CAN MIND CONTROL PEOPLE!!  Now you oughta get it: Saints Row is uber fun and crazy. Even the cutscenes sometimes go like: 'Isn't there an easier way to get into that plane?' she asks. You just raise your brows and say 'Without a doubt honey.'.   There are many more features this game provides, so many I just can't enumerate them here in this review. Now I'm trying to find the negative points of Saints Row... and can hardly find any. Uhhh yes, you cannot import your own music to play it within the game... well, that's it. :D  So what are you waiting for? Don't wanna waste zombies using a huge dìldo while being naked? Eheh, well... you don't know what you are missing. :)",x,0,0,0,0,0,3,0,0,3,0
Sakura Spirit,"1. Open the game. 2. Start a new game. 3. Hold space. 4. Wait till you reach the part where there is an option. 5. Press Esc and save. 6. Choose either one. 7. Hold space again until the end. 8. Load the previous save. 9. Choose the other option. 10. Hold space again until the end.  By now, you would have unlocked all the CGs, so do whatever you want with the game or simply idle for the cards.   Oh and this is a graphic novel, NOT a game.",x,0,0,0,0,0,0,0,0,0,0
Saviors,"This game has everything I want from a bullet hell shooter:  Good pacing, variety of enemies &amp; patterns, horrible plot (+character models) and a great soundtrack! My only complaints are the input lag present with vsync on &amp; the shortness of the game. Easily worth the price for a couple of hours of fun, 5/5.",x,3,0,0,0,0,0,0,0,1,0
Shattered Skies,"After reading all the negative reviews I wouldn't agree with most of them. This game is beyond addicting and a lot of fun. You will enjoy this game a lot if you are a hardcore pvp player even if you solo. If you like hardcore pvp this is the game for you... you will die a lot but it gets better as it goes on. If you don't like hardcore pvp and are a casual player then do not buy the game. We all know its the devs from WarZ and ISS with their bad reputation, but this game is actually amazing and there are literally no cheaters running around because they all get banned. I have almost 200 hours from beta alone and I have never ran into a cheater. Their anti-cheat is on point so far and I hope it continues to be. There are two downsides to this game one is being that you will need to most likely buy gold edition or better because you will need the vault slots and it also gives you xp, but they just patched the requirements for levels of guns you can use and lowered it so you only need level 20 to run around with a legendary. The other downside is that you will die a lot regardles of what you do.. just keep playing and you will get better and stay alive a lot more. I 100% recommend this game to anyone that likes pvp. I really hope the devs keep up with how their working on the game now and if they do this game will succeed. They patch the game really often and fixed a lot of bugs and change a lot of different things by listening to the community. I 100% recommend this game to anyone who likes pvp games.. the pvp is amazing.",x,0,0,0,0,0,3,1,0,3,0
Sid Meier's Civilization VI,"TL;DR: Broken AI, Broken Diplomacy  My first negative review. Please do not judge my hours, I play my games off line as I 'work for travel!'  Do not get me wrong, you will have a ton of fun building and managing the empire. Unfortunatelly, there is no challenge when it comes to diplomacy.  I have played all Civs (from the original one) and witnessed a lots of progress when it comes to graphics, empire management and gameplay. The new release brings slightly different gameplay, but unfortunatelly the AI has not evolved.   I would love to see smarter AI, not cheating AI.   So, what is so bad about AI? Broken AI and diplomacy; some examples include: -AI settlers travel unprotected -AI settlers hesitate to build cities, just roam -AI DOW when much inferior -AI unrealistic peace negotiation offers when loosing -trading resources deals do not make any sense (sometimes you get great offer and 30 turns later bad offer for the same resource) -player penalty for broken promises (keep units away from border, building cities close to AI), when in fact the promise was kept -no penalty for AI broken promises -AI does not upgrade units -AI comments on my empire sound like riddles that I really do not understand or actually care about.  It almost feels like AI makes lots of random decisions. One moment they are impressed with my navy (I have only two ships) and then 20 turns later I am denounced for having a weak navy.",x,0,0,0,0,0,0,0,0,0,0
Sid Meier's Railroads!,"childsplay, if you want a challenge, play another game.",x,0,0,0,0,0,0,0,0,0,0
"Sir, You Are Being Hunted","Sir, You Are Being Hunted is a very 'pretty' game, with a mix of thrill, horror and humour. Best of all it's really cheap for a game of its type, so if you have a few spare bucks, definatly buy this game, it wont let you down.",x,0,3,0,0,0,0,0,0,0,0
Skullgirls 2nd Encore,"If you love fluid animation and scenery with an awesome art style to boot, tournament-level fighting games, an upbeat soundtrack, a fully-established universe with plenty of cool characters and want a good introduction to fighting games, Skullgirls is the game for you!",x,3,0,0,0,0,0,0,0,0,0
Sniper Elite 3,"This is good game,nice gameplay and graphics and in hardest mode is pretty challenge. I like this game and best of all i buy it on discount under 10 $ and game worth that money,i recommend this game to all .",x,0,0,0,0,0,0,0,0,0,0
Sokobond,"The 'science' element of the game is a bit overstated, though there are some interesting facts about chemical compounds revealed after you solve a puzzle. Otherwise, it's a very well-made and challenging puzzle game!",x,0,0,0,0,0,0,0,3,0,0
Spec Ops: The Line,"First off, BUY AND PLAY THIS GAME!, It's absolutley fantastic!  Secondly, here's why:    The story is simply too original to describe, People may overlook this game as a basic mil-spec shooter, but it is NOT! The main focus here is the EFFECTS of war on the soldiers not the shooting, although the mechanics work great and the gameplay feels solid too. The story follows 3 soldiers stranded in a dying Dubai, a Dubai they thought they were there to save. Surrounded by a raging sandstorm that is too strong to break through they fight their way through hostile sand covered streets and buildings to reach their goal of saving the civilians trapped there. Although nothing is what it seems.  The twists and turns the story takes almost put the writing of games like Bioshock and GTA to shame.   GamesRadar.com  reviewed the game in their 'The best videogame stories ever' article and I feel a direct quote would be sufficient:  'Military shooters don't often rank high on the narrative front, usually favoring gung-ho G.I. Joe antics and flag waving over character development. And, at first, Spec Ops: The Line falls right in line with that stereotype--you take control of Walker, a soldier sent into a sandstorm-ruined Dubai to find a missing general. But as time goes on it becomes more and more obvious that there's something more devious afoot, and the shooter's story transforms from run-of-the-mill to one-of-a-kind.  What unfolds is a damning criticism of shooters themselves, questioning everything that gamers have grown accustom to. Walker's journey sends him marching into the nucleus of the genre, playing with the storytelling in ways no other game has. By the end you might feel anger or sadness, but the important thing is that you'll feel something, and that's pretty rare in military shooters.'  I truly feel anyone who can play a shooter, even poorly, NEEDS to experience this game!  Side note, I know it reads out I only have 2.5 hours, but most of the time spent playing through the SP was offline while my internet was disconnected lol.",x,0,0,0,0,0,0,0,0,2,0
Spooky's Jump Scare Mansion,Nothing like being chased by some demonic entity only to scream like a little girl to a green jellyfish! This game is very very good and luls you into a false sense of security. The games art style is also very unique in a horror game. I highly recommend this thrill of a game to anyone who likes jumpscares!,x,0,3,0,0,0,0,0,0,0,0
Star Trek Online,"I love Trek, and I loved this game for a long time. I played this game OBSESSIVELY from launch until not too long ago (not all through Steam). The devs need to grow a pair and balance this game. If the bottom line is all that matters, and it's making money, then good luck to them, but it's no longer for me.  First time around, the stories are interesting and quite fun to play, and if you're into it, then some of the player created missions in-game a fun too, but that's all solo stuff, and the devs WILL find ways to make even the newest player play through ALL of them several times so that not even solo players can escape grinding.  When it comes to anything you do with other people, it's a ridiculously REPETITIVE, and intolerably EASY grind fest. Sure, you need to know a little about the mechanics, but however good or bad you are at the game, you only really need two of the five players to know what they're doing, and there there might as well only be one end game mission in the game with random enemy spawn, as all the maps are essentially the same.  With the addition of JJ stuff, and the rest of the frankly silly Agents of Yesterday expansion, I will never play this game ever again. GG Mr. Captain Lizard Man - You know who you are.  You'll either love it and turn into an uber fanboy/girl for whom the devs can do no wrong, or you'll play it for a month, max out your first character and go play something else.  Free to play? Yes, that I will give them. You pay to be impatient, not to win, and it is possible to get everything in the game (barring a few items that won't affect your competitiveness) without paying a cent. Be prepared to spend a long time grinding for it all though, or else start with a plan to have several characters in order to speed up the process.   I can't fault the F2P model, as it is one of the more player friendly models I've seen, but end game is so utterly boring once you've done everything even a few times (you'll end up running several maps more than just 'a few times') that it's simply not worth investing the time in as once you do max up, there's a real sense of 'OK, what now?', to which the Devs answer seems to be 'Buy this new OP ship and make the end game stuff even easier' or 'Make a new character so you can enjoy all our solo content ALL over again'. There little to no PvP, and like I said above, a team of monkeys and one half decent player can tackle most of the end game content.  And lastly, they talk in their trailers a lot about Exploration. It's total BS and there is literally nothing like that in the game. Let me repeat that. In a STAR TREK GAME, there is NO EXPLORATION element AT ALL.  Meh. Big rant from a long standing, money spending player who is really disappointed with what this game has become.",x,0,0,0,3,0,3,0,0,0,0
Super Hexagon,"This game will give the nostalgiac feeling of old arcade games to new users. This game is very challenging game. The game has a very low price,so if you have 3 bucks laying around. Don't miss out on this game. In my opinon this game is a masterpiece.",x,0,0,0,0,0,0,0,3,0,0
